Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
1343,ABACDE,1ST,1187041521956196352,1187039975457611777,1187040726103793670,1187037956307075072,INTENDED
1344,ABC,3RD,1185781698258231298,1185776823503863808,1185780530522021888,,PERCEIVED
1345,ABAC,1ST,1198260781634199553,1198259692243312640,1198260135573016576,1198251685010784256,INTENDED
1346,ABC,3RD,1189187099439681536,1189185468081958914,1189186874981511172,,PERCEIVED
1347,ABABCDD,1ST,1187340999187664896,1187072820242714624,1187113903047790592,1187046696733331459,INTENDED
1348,ABAB,1ST,1187030270677078016,1187028467503763456,1187029867256254466,1187028260493889536,INTENDED
1349,ABAB,1ST,1192634740152700928,1192632832155357184,1192634552591585280,1192538636635361280,INTENDED
1350,ABA,1ST,1202175621339779073,1202036959016820736,1202077551126073344,,INTENDED
1351,ABABC,1ST,1194420336403582976,1194418643402186752,1194418912777162752,1194416568769208320,INTENDED
1352,ABAC,1ST,1200957775691599872,1200789179862585350,1200954718316584960,1200616762569416705,INTENDED
1353,ABAC,1ST,1187435404980563968,1187430940815101953,1187433835983540225,1187033146912583682,INTENDED
1354,ABAC,3RD,1195453534642176001,1195079939189379072,1195453165224611841,,PERCEIVED
1355,ABCABD,1ST,1202239354287976448,1202238142838788098,,1202233859636678657,INTENDED
1356,ABC,3RD,1195024251507527681,1194755426014752768,1195016271647014912,,PERCEIVED
1357,ABA,2ND,1195078952282415104,1195078729539760139,,1195062119705796614,PERCEIVED
1358,ABAC,1ST,1188292119900782593,1188290875220119552,1188291851326898176,1188161908727115776,INTENDED
1359,ABA,1ST,1189350724855123969,1189344754867290112,1189348885791232001,,INTENDED
1360,ABA,1ST,1199914212585361413,1199769811330502656,1199788892536393738,,INTENDED
1361,ABAC,1ST,1196443395381547008,1196432024858284034,1196443135301177344,1196280323967004673,INTENDED
1362,ABA,1ST,1194255200044879873,1194254236944674816,1194254873736499203,,INTENDED
1363,ABACD,1ST,1201271596461088768,1201223805504327680,1201225843026153472,1201151829725339649,INTENDED
1364,ABC,3RD,1198079559683330050,1198077796129468416,1198078514559254529,,PERCEIVED
1365,AAB,1ST,1190239147023372293,1190239009089490944,,1190229031930793985,INTENDED
1366,ABAC,1ST,1201906928495939585,1201906368656986112,1201906703253438464,1201905508946309121,INTENDED
1367,ABABC,1ST,1196680453119328257,1196675576280432640,1196676110886612993,1196671558934257665,INTENDED
1368,AA,1ST,1193604490861006848,1193604274690768901,,,INTENDED
1369,AB,2ND,1202628028074881025,1202622038613082113,,,PERCEIVED
1370,ABA,2ND,1188097652958695425,1188096760448598017,,1188071448931270656,PERCEIVED
1371,ABAC,1ST,1199554130601291776,1199471651899002880,1199553963365994496,1199070145026523136,INTENDED
1372,ABACCDECF,1ST,1189649943667064833,1189591252150489089,1189648224962957312,1189579114707083264,INTENDED
1373,ABAC,1ST,1192929139289772032,1192828936939393025,1192837846069121024,1192820361727029248,INTENDED
1374,ABA,1ST,1187585215159504896,1187555136161402885,1187581170156015617,,INTENDED
1375,ABABC,1ST,1190047676403814400,1190047077541113856,1190047295355506688,1190046708425605120,INTENDED
1376,AB,2ND,1201890976899272704,1201881304683470854,,,PERCEIVED
1377,ABABCD,1ST,1186433047006236673,1186428902333468672,1186430032425734149,1186428736339697664,INTENDED
1378,ABABC,1ST,1192839551523401728,1192827095942078464,1192836583663292417,1192816053593812997,INTENDED
1379,AA,1ST,1201629651858264064,1201629567062024192,,,INTENDED
1380,ABC,3RD,1192613313563299841,1192493254798909440,1192542221729484801,,PERCEIVED
1381,ABA,2ND,1187804456433389569,1187797202732748800,,1187782248436846594,PERCEIVED
1382,AA,1ST,1200818181188784130,1200784194353467405,,,INTENDED
1383,ABACD,1ST,1191232825896378368,1190906615886733313,1190991843019771904,1190880888776609792,INTENDED
1384,ABAC,1ST,1200161341207719948,1200129721708756998,1200132033651060737,1200129398814449667,INTENDED
1385,AA,1ST,1187433941004886016,1187323419265769475,,,INTENDED
1386,ABAB,1ST,1188188030651125760,1187299067379871744,1188185733565165568,1187298849091657729,INTENDED
1387,AAB,1ST,1194494216572952576,1194491574027268096,,1194491059428102144,INTENDED
1388,AB,2ND,1198345909043712007,1198345350488215552,,,PERCEIVED
1389,ABAC,1ST,1188633886244237313,1188493996340891648,1188628649307561984,1188492551013228546,INTENDED
1390,ABACD,1ST,1189930946239377410,1189722632066883585,1189917754205323266,1189722120353452033,INTENDED
1391,ABABC,1ST,1189220015863685121,1189192680229617664,1189195811688779776,1189185537262751745,INTENDED
1392,ABA,1ST,1187492154890952704,1187486802082439169,1187491323672182785,,INTENDED
1393,ABABC,1ST,1189710939441942529,1189706775139770368,1189709585013182473,1189649554376986625,INTENDED
1394,ABABCCCCC,1ST,1189977205578883074,1189932687638831105,1189938011938668544,1189613409224007680,INTENDED
1395,ABAB,1ST,1193323334865432576,1193322936112963594,1193323268171808774,1193316318843408385,INTENDED
1396,ABAC,1ST,1196465343390273537,1196463762196377600,1196463990362251265,1196380211622875137,INTENDED
1397,ABA,1ST,1197904117986975745,1197832980200349698,1197873093886316546,,INTENDED
1398,AB,2ND,1191787564258254850,1191786664797995012,,,PERCEIVED
1399,ABAB,1ST,1194476048370417664,1194475532064157696,1194475816274415623,1194474283512123392,INTENDED
1400,ABAC,1ST,1199076937681035264,1198863700947537920,1198983236476526592,1198862468354920448,INTENDED
1401,AB,2ND,1202730699805081600,1202729505535778816,,,PERCEIVED
1402,AB,2ND,1190256783887159296,1190250133071519745,,,PERCEIVED
1403,ABA,2ND,1186161768935985152,1186159753250009090,,1186048121366663168,PERCEIVED
1404,ABABC,1ST,1185989990582509570,1185983215032508417,1185983836125106183,1185964566959788032,INTENDED
1405,ABA,1ST,1191176957242855424,1191176583622660096,1191176766200696833,,INTENDED
1406,AB,2ND,1188708227799801856,1188706197567934464,,,PERCEIVED
1407,ABA,1ST,1186347493107421190,1186342904941502464,1186345900656025601,,INTENDED
1408,ABAB,1ST,1193184066625064961,1193128620199415809,1193152741675347968,1193127060467863552,INTENDED
1409,ABAC,1ST,1192560537109970945,1192534182079139841,1192545482113003543,1192533598546669569,INTENDED
1410,AABCBCBCD,1ST,1188609603694669824,1188606721977135104,,1188601412583866369,INTENDED
1411,ABAB,1ST,1193272093258977287,1193271670112436224,1193271971829542913,1193270644823089152,INTENDED
1412,ABAC,1ST,1186031515110649856,1185890806751735808,1185921630847066113,916101587684220934,INTENDED
1413,ABC,3RD,1200845017260187648,1200809875883921409,1200844201522544646,,PERCEIVED
1414,ABAC,1ST,1197249608633737216,1197245153863450634,1197248568089882628,1197244894647074818,INTENDED
1415,AB,2ND,1198258729826824192,1198257400870064128,,,PERCEIVED
1416,ABAC,1ST,1195595860354228224,1195332134048862208,1195347294192852993,1195306911178121217,INTENDED
1417,ABA,2ND,1202337922172755970,1202223072444592128,,1202161322059870208,PERCEIVED
1418,ABA,2ND,1187912018797436928,1187911790555996165,,1187900850167005184,PERCEIVED
1419,ABAC,1ST,1202302774249058304,1200563110437744641,1202302623040323584,1200520856470016001,INTENDED
1420,ABAC,1ST,1201927297261096964,1201721018999431168,1201921806346543104,1201720502424760320,INTENDED
1421,AB,2ND,1188110482483212297,1187764831480438786,,,PERCEIVED
1422,ABACD,1ST,1191809062020755457,1191801941673811968,1191808244236333057,1191800026806140928,INTENDED
1423,ABA,2ND,1201328923293806594,1201326521434214402,,1201320264560103424,PERCEIVED
1424,ABA,1ST,1197974813748400128,1197972599550201857,1197972877653483526,,INTENDED
1425,ABA,1ST,1202252980101304320,1202252000987090950,1202252240213422085,,INTENDED
1426,ABC,3RD,1199149392013324289,1199060583875776514,1199065494734569472,,PERCEIVED
1427,ABC,3RD,1188061870407725057,1187714524637487104,1187715084493164544,,PERCEIVED
1428,ABA,1ST,1201575600760250369,1201574055528321024,1201575416135372800,,INTENDED
1429,ABAB,1ST,1198428203028627456,1198427931401478145,1198428094354378754,1198427559249268737,INTENDED
1430,ABABC,1ST,1194305960434491393,1194305446506422272,1194305657383636998,1194304266963275776,INTENDED
1431,ABAC,1ST,1192516264041893888,1192488915497889793,1192505667761786880,1192484126512816129,INTENDED
1432,ABC,3RD,1200910560289685505,1200882191875465216,1200890645424066560,,PERCEIVED
1433,ABABCBCD,1ST,1195472156840222720,1195381473190146048,1195448656867889152,1195177112971272192,INTENDED
1434,ABAC,3RD,1201518295314305025,1200927728511389702,1201518088841248773,,PERCEIVED
1435,ABA,1ST,1186036005545091078,1186035428249485315,1186035899664142336,,INTENDED
1436,ABAC,1ST,1202370794774581249,1202362153040257025,1202362564304343042,1202362010484297728,INTENDED
1437,ABAC,1ST,1200664795046912000,1200540415679700995,1200553850534531073,1200536520077299717,INTENDED
1438,ABC,3RD,1196083504553111554,1196071927389073408,1196081190190665728,,PERCEIVED
1439,ABA,2ND,1200868881180626944,1200868701689597953,,1200865918953373696,PERCEIVED
1440,ABAC,1ST,1188176214923415552,1188175475610275840,1188175991241228288,1187583271799930880,INTENDED
1441,AB,2ND,1187520094034898944,1187489602086539264,,,PERCEIVED
1442,ABAB,1ST,1188566442553331713,1188557277101527040,1188566137384165376,1188556977095499776,INTENDED
1443,AB,2ND,1185877585940635648,1185876356120399872,,,PERCEIVED
1444,ABC,3RD,1199018713577611269,1198676373629476864,1198937635093393408,,PERCEIVED
1445,ABAC,1ST,1192215193859870722,1192209238174638080,1192210505022263296,1191768085629419520,INTENDED
1446,ABC,3RD,1197197743145603072,1197193434211201024,1197196481972838400,,PERCEIVED
1447,ABAC,1ST,1196315203803209728,1196312311629303808,1196315020331823104,1196311893285199873,INTENDED
1448,ABA,2ND,1190335012681453568,1190332393883877376,,1190331952961904645,PERCEIVED
1449,AABAA,2ND,1191532141508620288,1191530989387829248,,1191530826392985600,PERCEIVED
1450,ABACD,1ST,1195522465818132482,1195519302532812802,1195519942956896257,1195157861325631488,INTENDED
1451,AB,2ND,1191809303415525376,1191718281339658240,,,PERCEIVED
1452,ABAC,1ST,1195967272965300224,1195866431533076485,1195967111555891201,1195809012320653314,INTENDED
1453,AA,1ST,1202403241457139712,1202402052355215361,,,INTENDED
1454,ABAC,1ST,1190299895787331585,1190238576899960833,1190264132248985600,1190234018228383744,INTENDED
1455,ABA,2ND,1192569815078191104,1192568746512146433,,1192566625184178176,PERCEIVED
1456,ABA,2ND,1197088848989368320,1197088323438669826,,1197086543422328832,PERCEIVED
1457,ABABC,1ST,1198612372828672000,1198611097588244480,1198611249514340352,1198610699884400642,INTENDED
1458,ABA,2ND,1193206196892770305,1193205697208635392,,1192967052371345408,PERCEIVED
1459,ABC,3RD,1187281268972675073,1187072662809567237,1187266601244151809,,PERCEIVED
1460,ABABC,1ST,1195662438613565441,1195369440331915272,1195583323529084928,1195337538841432065,INTENDED
1461,ABA,2ND,1195192668080332800,1195192518507253760,,1195188178581241857,PERCEIVED
1462,ABABC,1ST,1186879146963677184,1186633892486438914,1186657717164953601,1186358152238944256,INTENDED
1463,ABAB,1ST,1201222979113431042,1201208405609857028,1201217016914268160,1201195423743934464,INTENDED
1464,ABA,1ST,1187448772835659776,1187437115363086337,1187442326832078848,,INTENDED
1465,ABAC,1ST,1192472829909962754,1192448621314297856,1192471586961600512,1192441569540034560,INTENDED
1466,AAB,1ST,1190592096467636225,1190589256554754048,,1190588679250698241,INTENDED
1467,ABA,2ND,1187515669534990336,1187512501803651073,,1187506284268007426,PERCEIVED
1468,ABABC,1ST,1185809999643271168,1185808993052254210,1185809384720330752,1185807739152265217,INTENDED
1469,ABABC,1ST,1191405944196009985,1191404949147725824,1191405221148315654,1191403522497155072,INTENDED
1470,ABABCD,1ST,1196501593362980865,1196464265093361664,1196501107629010945,1196433690961858562,INTENDED
1471,AA,1ST,1188409271496646657,1188409082396512256,,,INTENDED
1472,ABA,1ST,1197094058704941056,1194893644853121026,1197088911786487808,,INTENDED
1473,ABAB,1ST,1200091418007687168,1200090460431233024,1200091016361127938,1200088149592092676,INTENDED
1474,ABACBCD,1ST,1188518785763823616,1188517248983416832,1188517770671087618,1188481916246417410,INTENDED
1475,ABC,3RD,1186140163359105024,1186139658356428800,1186140027132268544,,PERCEIVED
1476,ABA,1ST,1191535327636099073,1191526446369390592,1191526997320749056,,INTENDED
1477,ABAC,1ST,1186228924931432449,1186224640961572864,1186228591685754880,1186218580708249600,INTENDED
1478,ABC,3RD,1195040658916032512,1194601294301933569,1194698248776085504,,PERCEIVED
1479,AB,2ND,1192539641234305027,1192538962570752009,,,PERCEIVED
1480,AA,1ST,1202464854189232129,1202464070676471810,,,INTENDED
1481,ABACDEE,1ST,1189821863788269568,1189303399004680194,1189814522002980865,1189292463531397121,INTENDED
1482,ABAC,1ST,1199354518049349640,1199352478321565697,1199354109075304448,1199350748263391232,INTENDED
1483,ABABCBDCE,1ST,1202286739051679744,1202111122075201536,1202265630939836416,1202012619743227905,INTENDED
1484,AB,2ND,1195630074034368512,1195608858237947904,,,PERCEIVED
1485,AA,1ST,1201304517486268418,1201304011082780672,,,INTENDED
1486,ABABC,1ST,1189632459425669122,1189631580156903430,1189632109696163840,1189623706567487488,INTENDED
1487,ABABC,1ST,1187373248431964160,1187372526747504641,1187372876187525120,1187371834033016832,INTENDED
1488,ABAC,1ST,1198741533748412416,1198730079917891585,1198737519321346048,1198543171212521472,INTENDED
1489,AB,2ND,1194329235545939968,1194229067488333826,,,PERCEIVED
1490,AB,2ND,1194906788384169991,1194636125756739584,,,PERCEIVED
1491,AB,2ND,1193179818902380545,1193140334693421057,,,PERCEIVED
1492,AB,2ND,1196187034177720329,1195652654975856678,,,PERCEIVED
1493,ABAB,1ST,1187415513384677376,1187275033925701633,1187381407590604801,1187018818222211073,INTENDED
1494,AABBC,1ST,1191387300741206022,1191386992057171969,,1191386398584127488,INTENDED
1495,ABABCD,1ST,1188388581137625088,1188179565274906629,1188375650400423936,1188114262666940417,INTENDED
1496,AB,2ND,1199756538216357889,1199749189611249666,,,PERCEIVED
1497,ABABC,1ST,1201391189200650240,1201390195997859841,1201390707929423873,1201389807676641280,INTENDED
1498,ABAB,1ST,1198422803176931329,1198414073169358848,1198418538664538113,1198398362078392322,INTENDED
1499,ABA,2ND,1185909167627755520,1185907419907530757,,1185905457405280258,PERCEIVED
1500,ABC,3RD,1200207661746327552,1200198343433039872,1200198876747173889,,PERCEIVED
1501,ABAC,1ST,1192895104371089410,1192864961573392387,1192894194743951360,1192837250515644423,INTENDED
1502,ABA,1ST,1188653357847760896,1188649792404148225,1188650415610568704,,INTENDED
1503,ABACD,1ST,1190586071995817992,1190396832704290816,1190572548301279232,1190325729168375809,INTENDED
1504,ABABCD,1ST,1199032352418254849,1199029586237050880,1199031129258516480,1199007381323165696,INTENDED
1505,ABAC,1ST,1197265180591296512,1197250326702837761,1197259526824706051,1197248473801904129,INTENDED
1506,AB,2ND,1191101784925900801,1191094096099762176,,,PERCEIVED
1507,AB,2ND,1195928289757544448,1195926226407440384,,,PERCEIVED
1508,ABAC,1ST,1197567264054218754,1197564588633600000,1197566451864854528,1197184701812891648,INTENDED
1509,ABAB,1ST,1192248398855970821,1192239645033189376,1192245532011438080,1192172041019035654,INTENDED
1510,ABCA,3RD,1187632363980935173,1187002148267134978,1187625379940503553,1186849350741348354,PERCEIVED
1511,ABACD,1ST,1187422232492019713,1187353236086411265,1187396842662834177,1187332382703177728,INTENDED
1512,ABAB,1ST,1197603336666505217,1197245287971999745,1197576233640316928,1197009424482615296,INTENDED
1513,AB,2ND,1191960617470611457,1191930681103966208,,,PERCEIVED
1514,ABA,2ND,1201306926513963008,1201306633537806336,,1201288075109748737,PERCEIVED
1515,ABA,1ST,1187724362662547456,1187687685562912769,1187721497101639681,,INTENDED
1516,ABACD,1ST,1196159500916527104,1196146274959015936,1196152014746587148,1196141550545309696,INTENDED
1517,ABA,1ST,1189233822157672449,1188866186165018630,1189232632074264576,,INTENDED
1518,ABA,1ST,1192269763839442944,1192269483009814528,1192269631072997383,,INTENDED
1519,ABAC,1ST,1202719181042601984,1202664990924296199,1202689145832968194,1202661590690074624,INTENDED
1520,ABAC,1ST,1194142349565272064,1194132396381294592,1194141270765178880,1194122668355850240,INTENDED
1521,ABA,1ST,1185925497382940672,1185922422060531717,1185922981232566274,,INTENDED
1522,ABC,3RD,1190662184331882496,1190474109114699776,1190477565103874051,,PERCEIVED
1523,ABABCC,1ST,1197335147433074690,1197310720192524291,1197334935952080896,1197278546533736448,INTENDED
1524,ABAB,1ST,1187485462237106176,1187459583750443008,1187464224999477248,1187458293213491200,INTENDED
1525,AB,2ND,1186345748893487106,1186070754816860160,,,PERCEIVED
1526,ABC,3RD,1201631581858746369,1201630464148221953,1201630690275516416,,PERCEIVED
1527,ABACDE,1ST,1195399896498442240,1195383116770070528,1195398617596485633,1195381450163527689,INTENDED
1528,ABABC,1ST,1201332955576225792,1201327516071411713,1201331232669257728,1201326793728258048,INTENDED
1529,ABAC,1ST,1193353680550027264,1193246284431450112,1193353471510093824,1193207452252147714,INTENDED
1530,ABACDCDDE,1ST,1195129645743529985,1195083103712292879,1195125481928044545,1195075951811604480,INTENDED
1531,ABA,1ST,1190849852088967178,1190761262575181824,1190848381452738560,,INTENDED
1532,ABABABBAABABC,3RD,1196896898042531840,1196885811469438976,,,PERCEIVED
1533,ABACD,1ST,1191220726553956353,1191161593158963201,1191176054515175425,1191124551364730880,INTENDED
1534,ABACBDEF,1ST,1195380225590333442,1195180047214284800,1195379737897635840,1195150466369409030,INTENDED
1535,ABAC,1ST,1198404909814763520,1197921403850371073,1197996016093614080,1197921110043561985,INTENDED
1536,ABC,3RD,1202316028006391808,1202213584542978048,1202315527642894337,,PERCEIVED
1537,ABAB,1ST,1191724159551889411,1191638210088013824,1191717142561009668,1191116334941319175,INTENDED
1538,AB,2ND,1197200215020883974,1197183302022643714,,,PERCEIVED
1539,ABAC,1ST,1186056678443290633,1185945707775188993,1185954035087613957,1185931843465629696,INTENDED
1540,ABAC,1ST,1202646891709763584,1202629065842266113,1202645747742707712,1202628523552387072,INTENDED
1541,AA,1ST,1202827389824380928,1202826108095401990,,,INTENDED
1542,ABC,3RD,1197850094864723968,1197833644234223616,1197834796191354881,,PERCEIVED
1543,ABA,2ND,1187775093981810689,1187772172636434434,,1187753697515884545,PERCEIVED
1544,ABA,1ST,1189665911545966592,1189607253411803136,1189618085550088194,,INTENDED
1545,ABA,1ST,1199559720467451904,1199348633834930177,1199349201714331649,,INTENDED
1546,AB,2ND,1198188790591959041,1197708697583210496,,,PERCEIVED
1547,AAB,1ST,1189850082314579973,1189641129458880512,,1189525708114186240,INTENDED
1548,AA,1ST,1185871954055589889,1185871894790033408,,,INTENDED
1549,ABACA,3RD,1189611384444723200,1189607304603275264,1189608857435287552,1189600391635329025,PERCEIVED
1550,ABC,3RD,1194423636968509440,1194415935890894848,1194422876117426176,,PERCEIVED
1551,ABC,3RD,1193746187066568704,1193229587116900354,1193243010655543297,,PERCEIVED
1552,ABAB,1ST,1187516946360631297,1187502439915606016,1187516318959800320,1187216923278245888,INTENDED
1553,ABAC,1ST,1187486369683329030,1187464829591838721,1187486153387233282,1187455940888612864,INTENDED
1554,ABAB,1ST,1199046345513938950,1199045301383901184,1199045422188249088,1199017252579926016,INTENDED
1555,AB,2ND,1201982737244180480,1201886517771161600,,,PERCEIVED
1556,ABAC,1ST,1187547831118319617,1187547551676940288,1187547646132654084,1187547367563780096,INTENDED
1557,AAB,1ST,1200474952702595072,1200472380054933504,,1200471894841024518,INTENDED
1558,ABA,1ST,1187909276448317445,1187908906456096768,1187908983467794433,,INTENDED
1559,ABAC,1ST,1196588439874998273,1196580173862391808,1196587016844120070,1196519302280691714,INTENDED
1560,ABABAC,3RD,1198594436684537856,1198552187997171713,,,PERCEIVED
1561,ABA,1ST,1197882868074242048,1197725870477197312,1197882386920411137,,INTENDED
1562,ABA,1ST,1200457979587379200,1200457474937151489,1200457845227085825,,INTENDED
1563,AB,2ND,1186473426522988546,1186467456438755328,,,PERCEIVED
1564,AB,2ND,1186923960539086849,1186705821381644293,,,PERCEIVED
1565,ABABC,3RD,1193638732634697728,1193604406316556289,,,PERCEIVED
1566,ABCA,3RD,1190711117187878913,1190654207025659906,1190710979207794688,1190643749476544514,PERCEIVED
1567,ABAC,1ST,1195144782378684416,1195144554263044096,1195144695678152704,1195144296116166656,INTENDED
1568,ABAC,1ST,1186066396414906368,1186065934655639552,1186066314663620608,1185975466219495426,INTENDED
1569,AB,2ND,1194109843457622016,1194030252969930752,,,PERCEIVED
1570,ABAC,1ST,1185889176018923521,1185572545791221760,1185825771262267392,1185556366552793089,INTENDED
1571,ABA,2ND,1192506182482694144,1192505323199877121,,1192501285691543553,PERCEIVED
1572,AA,1ST,1199936144110227461,1199936140859596800,,,INTENDED
1573,ABAC,1ST,1188835206243012609,1188730136495099904,1188809070163218433,1188720473422618624,INTENDED
1574,AB,2ND,1198070383867547648,1198058395925983237,,,PERCEIVED
1575,AB,2ND,1191078000210653184,1191021530253287424,,,PERCEIVED
1576,ABAC,1ST,1202202488516042752,1202193235336187905,1202202127625535489,1202189023185395713,INTENDED
1577,ABCBCBCBCABCBCBCB,1ST,1185701445200465920,1185693564061339658,,1185692548725137408,INTENDED
1578,ABAB,1ST,1196100743893151747,1196097870346080256,1196100260403302409,1195486153161543680,INTENDED
1579,ABAB,1ST,1196831506372665345,1196829808782692352,1196830787674550272,1196827906560995328,INTENDED
1580,AB,2ND,1191516978135130114,1191439204045049856,,,PERCEIVED
1581,ABACBDCE,1ST,1193657340546994177,1193639102341627906,1193656506115411968,1193610540100325376,INTENDED
1582,ABAC,1ST,1188021960409661440,1188019548382887936,1188021075038355456,1188018739091927040,INTENDED
1583,ABAC,1ST,1189920641442549760,1189909143672492032,1189920528603254784,1189906219378651136,INTENDED
1584,ABC,3RD,1195042289158172673,1194955540029419521,1195005557008224256,,PERCEIVED
1585,ABA,1ST,1190221739931795456,1190220780983865345,1190221378483576832,,INTENDED
1586,ABCB,3RD,1193832081345990656,1193829395317821440,1193831489370279937,1193829147770003456,PERCEIVED
1587,ABAC,1ST,1202058340064518145,1202040271854325765,1202044006655549442,1202031877680447490,INTENDED
1588,ABABC,1ST,1200130457465217024,1199703162002825216,1200089581397389312,1197054599242436609,INTENDED
1589,ABC,3RD,1199428459774304258,1199413435160809474,1199417305198972929,,PERCEIVED
1590,AABC,1ST,1196194199353217024,1196193975218180097,,1196193583818145792,INTENDED
1591,ABAC,1ST,1201761517949128704,1201760638562947075,1201761303599169536,1201731667578294274,INTENDED
1592,ABAB,1ST,1197246271888789505,1197244361735585793,1197244763793055744,1197187381885050880,INTENDED
1593,ABC,3RD,1197465561279737856,1197286045949267968,1197286687828635653,,PERCEIVED
1594,ABABCD,1ST,1188636053684535297,1188634913127436290,1188635416095854593,1188628960453808134,INTENDED
1595,ABAC,3RD,1202752094664421376,1202462221885947909,1202751558133276672,,PERCEIVED
1596,ABAB,1ST,1201503930833932289,1201503335351750656,1201503645117960193,1201502192827535366,INTENDED
1597,ABACDE,1ST,1201302165064540160,1200886825067241472,1200893814891782150,1200884972137205763,INTENDED
1598,ABA,1ST,1193133129172602886,1192303027731849216,1192837040749965312,,INTENDED
1599,ABAC,1ST,1202842230093955073,1202842054449156098,1202842147562643456,1202840832883273728,INTENDED
1600,ABAB,1ST,1195500013444616193,1195499380717031424,1195499565459345408,1195494649848315904,INTENDED
1601,ABAC,1ST,1191710390956244992,1191500599780675584,1191501874639384576,1191437460829548545,INTENDED
1602,ABA,1ST,1197726256848134144,1197725342817013761,1197725861857894400,,INTENDED
1603,AB,2ND,1195547882386010112,1195201048773898242,,,PERCEIVED
1604,ABABC,1ST,1201967557760163842,1201959123853676554,1201959447972777985,1201928332029386752,INTENDED
1605,ABAC,1ST,1189254099411316740,1172745007301894144,1189212658559602693,1172601832356663298,INTENDED
1606,ABABCBCBCCDE,1ST,1200459393281806336,1200452749319688193,1200458642325151744,1200446674872799232,INTENDED
1607,ABAC,1ST,1187208050131853312,1187121317558063105,1187122618522058752,1187069182145253377,INTENDED
1608,ABCABD,1ST,1197886783608041472,1197437792843915264,,1197426610095493120,INTENDED
1609,ABA,2ND,1198978979115536385,1198975721676398598,,1198973859904544768,PERCEIVED
1610,ABABC,1ST,1189636968239386625,1189632416626790400,1189633433175252993,1189630280946065408,INTENDED
1611,ABA,1ST,1201271574961229824,1201264055706619910,1201271205967335424,,INTENDED
1612,AA,1ST,1191108923710984194,1191108632563343360,,,INTENDED
1613,ABC,3RD,1196762062694879232,1196326959011241989,1196759529771413506,,PERCEIVED
1614,ABA,2ND,1199058677656895493,1199058413256347649,,1199057482997481480,PERCEIVED
1615,AA,1ST,1187216256702865408,659529001141182465,,,INTENDED
1616,ABACDE,1ST,1186277685389090817,1186276254154182656,1186277048622419970,1186274702173462528,INTENDED
1617,ABAB,1ST,1191085422010613762,1191083282047340544,1191084788238749698,1191083166188085251,INTENDED
1618,ABA,1ST,1194077875537772545,1194024734523936768,1194071965759410176,,INTENDED
1619,ABAC,1ST,1196928984488890368,1196809644351488002,1196913367509880833,1196550010059423744,INTENDED
1620,AA,1ST,1200212793452089344,1200177094535393280,,,INTENDED
1621,ABAC,1ST,1199313665121542145,1199312509704048641,1199313011137232898,1199183199517265922,INTENDED
1622,ABA,2ND,1192439183144620032,1192438087814701056,,1192307252809674752,PERCEIVED
1623,AABC,1ST,1188174567983976448,1188115785035735041,,1188115646980083712,INTENDED
1624,AB,2ND,1199945644334624768,1199941374273085441,,,PERCEIVED
1625,AABCDDEF,1ST,1202285303873953793,1202283598927130625,,1202278057261723648,INTENDED
1626,AB,2ND,1198179205747372033,1198165831005265923,,,PERCEIVED
1627,ABA,1ST,1186292351611920384,1186285538279657474,1186287546675785730,,INTENDED
1628,ABAC,1ST,1187559778605776896,1187530247559958530,1187559466046230528,1187529413325447169,INTENDED
1629,ABABCDCDEDFG,1ST,1196913235456397312,1196900664120692737,1196902000186798081,1196895283793281025,INTENDED
1630,AB,2ND,1197395270440509441,1197391228805009408,,,PERCEIVED
1631,ABC,3RD,1199166742116884480,1198654353982345216,1198656758417383424,,PERCEIVED
1632,ABABCDCDC,1ST,1193147741830078468,1193024173020454913,1193081353845321729,1192958530057383937,INTENDED
1633,ABA,2ND,1200659170514456576,1200659039073513472,,1200658521747886086,PERCEIVED
1634,ABA,1ST,1185576794617008133,1185572974319034376,1185576159334952960,,INTENDED
1635,ABACD,1ST,1190835249288138753,1190821703338713094,1190833342293237760,1190821391836143616,INTENDED
1636,ABC,3RD,1190160970984767488,1190152350612242432,1190160211660562433,,PERCEIVED
1637,ABAB,1ST,1191766254635360256,1191764798461095936,1191765691449401344,1191743944998215682,INTENDED
1638,ABA,2ND,1201228123297193986,1201225738223079430,,1201223135879737345,PERCEIVED
1639,AA,1ST,1197869397626372096,1197869289652420608,,,INTENDED
1640,ABA,1ST,1191570032234582017,1191445789190631424,1191475105773178880,,INTENDED
1641,ABAC,1ST,1193192202945650693,1193190808553480192,1193192094371926022,1192966160511315968,INTENDED
1642,ABAB,1ST,1195826163308015616,1195825481343553536,1195826074531377159,1195824192354168833,INTENDED
1643,ABAC,1ST,1198482295340118016,1198479273499250689,1198482173092716544,1198332781937475585,INTENDED
1644,ABACDE,1ST,1201269614757523456,1185038421644976129,1201268962752966657,1184620617955495938,INTENDED
1645,ABACD,1ST,1195258620109348864,1195130806118813700,1195142666213834752,1195123194086203392,INTENDED
1646,ABA,1ST,1202389770661498881,1202385038651875328,1202386017409474560,,INTENDED
1647,AB,2ND,1192970125999251456,1192969156976447488,,,PERCEIVED
1648,ABACCCC,1ST,1193023450400481280,1192738203213500416,1193014532278378497,1192636208213569536,INTENDED
1649,AB,2ND,1188839208229724160,1188802780179390464,,,PERCEIVED
