idx,sar_id,obl_id,eli_id
1792,1195578007617974272,,
1793,1199344513891717120,,
1794,1199357644995223554,1199358431045574656,1199357498827956225
1795,1199333964172783617,1199337878058225666,1199314112439697408
1796,1199358568660471809,,
1797,1195503009184337920,1195509275935817728,
1798,1199341217487523843,1199349387203207168,
1799,1195568649605505024,1195574782076407808,
1800,1199350376769761283,1199351233166938113,1199125803742699520
1801,1199339117278060544,1199343145911119878,
1802,1199354675448832000,1199354969805049856,1199350429450063874
1803,1195563399473770496,,1195563143516295169
1804,1199347920530620417,,
1805,1195538002312749057,1195564629138653190,1195203258744094720
1806,1194952738049863685,,
1807,1199163678664183808,1199224363859316737,
1808,1199341840928870400,,
1809,1194808319468134401,1195580512456208384,
1810,1195226628609064960,1195566720175529985,
1811,1195575402481238017,1195576091928342528,1195573506194444289
1812,1198949508379492352,1199339518907731968,
1813,1199351158839685125,,1199348143994916864
1814,1195574736392089600,1195576289538666496,1195574194118881280
1815,1199310663669231618,,
1816,1199350144354963457,,
1817,1194143104846024704,,1193988747756523531
1818,1195580672452087808,,1195518276589248513
1819,1199346648922509312,1199347962071023617,1199333338147782658
1820,1199352891980550149,1199352998901751808,
1821,1195579586739761152,1195579731682316288,
1822,1195558149308076032,1195579355172179968,
1823,1195582269626421248,,
1824,1195462614643617793,1195550554056994816,
1825,1199343761026772994,1199349662773391360,1199335246354878465
1826,1195573811300749313,1195573964636139520,
1827,1199332928569794560,,
1828,1198965104852832256,,
1829,1199321765635350528,,
1830,1199342873293934596,,1199254650131800066
1831,1194903991173316608,1195142613105553408,1194865226891481088
1832,1199341350505730048,,
1833,1195569195976667141,,
1834,1199348787824775169,1199351425509318656,
1835,1199341953944453121,1199356253467754498,
1836,1199343049194688514,,
1837,1199012356367376385,1199103574527004677,
1838,1199338537222647808,1199338841380810753,
1839,1195576218118246401,,
1840,1199302626606796801,1199332605012791296,
1841,1199339693298438144,,
1842,1195576089554378752,,1195574173726318592
1843,1195343946559283205,1195412832436793345,
1844,1198957419906424835,1198997708289298433,1198893222237540352
1845,1195576849683931137,1195578657558990848,1195518383795691521
1846,1195579348108972032,,
1847,1195232409534574592,1195565218522443779,
1848,1195559629541036032,,
1849,1199323629865095168,1199332987315339264,
1850,1199353932046315521,1199354727714230274,1199353800907206657
1851,1199337953643749377,1199346234542047239,
1852,1199349741584363520,1199350040055017472,
1853,1195566792237867009,1195566977730768896,
1854,1195570358163771398,1195570890815098881,1195569040598564864
1855,1195558611436679169,,
1856,1199073796176646145,1199182786805895168,1199073392953110528
1857,1199317600490143744,,
1858,1199357750528094209,1199358444903510017,1199319975682592769
1859,1199068024147451906,1199317173640007681,1198692438597988353
1860,1193201359740456962,1199282610154786817,1188711998143393792
1861,1195556172142718976,1195560585309675521,
1862,1195276506412408833,1195398483747885057,
1863,1199347245331578884,1199347986070822912,1199345070073208833
1864,1195354047965999105,,
1865,1199248936759746560,1199349869355229184,
1866,1199337587170775040,,
1867,1199082321191804930,,
1868,1195566734075449350,1195567167221063680,
1869,1195583247373107200,,
1870,1195413797747474435,1195547185682767872,
1871,1195578171111940096,1195579541575610370,1195572438710542337
1872,1195569505411485696,1195569562319757312,
1873,1195581835679584256,,
1874,1198976171452465152,1198978259620229120,1198974788078751744
1875,1199301059811926020,1199301605952229386,1199154605394944001
1876,1199312102663577605,1199353071320485888,
1877,1199319393001451523,1199321720215224321,
1878,1195565662032130048,,1195564498679189505
1879,1195477615693516801,,
1880,1199327318990299136,1199354425917218824,
1881,1195549971199623168,1195557850166128640,
1882,1199341713145253889,1199342090682978305,1199318413522411520
1883,1199338595405844485,1199342007321104389,
1884,1195557632758693894,1195558843771695106,
1885,1199106331518455808,1199342096525615109,1199022875056975874
1886,1199167050142367744,1199345547187900417,
1887,1199348498229088256,,1199085044079329280
1888,1199357446214557697,,1199357276366217217
1889,1195556613266006017,,
1890,1194001082453757953,1194338586981806080,
1891,1195549436924968961,1195551295567876096,
1892,1199325992914833408,,1199288482163761152
1893,1199321939568934912,,
1894,1195512448679198722,,
1895,1199351627666350085,,
1896,1199342150044901384,,1199308071073406976
1897,1199357189896454145,,1199302781418561544
1898,1195556869042888704,1195557053428903936,1195544056140640256
1899,1195447817822597120,1195547837838188544,1195389108635357185
1900,1194959440073699329,1195288967299698688,1194827339382833152
1901,1195565440581414912,,
1902,1198304155003056128,,
1903,1199150767858442240,1199321682688839681,1198118184974508032
1904,1199342120105963535,1199344252901134337,1199340090645868545
1905,1199334100437352448,,
1906,1199344308098236416,1199344666975469569,
1907,1195555104759451648,1195576119782596608,
1908,1195573875368747008,1195574104637591554,1194941672674619393
1909,1199328208929185792,1199343415613255694,
1910,1199287090355286018,,
1911,1195570388312449024,1195572026221707264,1195561900181983232
1912,1195570161920741376,1195570290077642752,
1913,1195417606028693504,,
1914,1195576507160133632,,
1915,1199353423981711360,1199353803893436417,1199351548381290498
1916,1199088840801013760,1199357013064470528,
1917,1198891477490917378,1199351510620094465,1198172992653668352
1918,1199100230987329540,,
1919,1195574490274516992,1195575870359928832,
1920,1193054082233257986,1195533084713730048,
1921,1195200096842866688,1195297570274324480,1194875109124784128
1922,1199313676936843269,1199347859167907841,
1923,1195558706563309568,,1195539618411798528
1924,1199305095223095297,,
1925,1199236785013952514,1199343525554376707,1199207970904707074
1926,1199002328507940865,1199099490784993286,
1927,1199069121171918848,,
1928,1195577855549177857,1195578212643946496,1195577531283464192
1929,1195574431109828608,1195574699423612928,
1930,1195392085257576450,,
1931,1199333080848379904,1199336717213265925,
1932,1195564931908800512,1195579892580012033,1195560429503864832
1933,1195397894737559552,1195407341354700806,
1934,1199339968998457350,1199341608711311361,1198858212541423616
1935,1195559226367598592,,1195558522584518656
1936,1199336540633100288,,
1937,1199351353291624452,1199357212604403712,1199340774971691009
1938,1199342344773914624,,
1939,1195567733800226816,1195574836988383232,
1940,1195566265873551360,,
1941,1199268329787215872,,
1942,1199343346142965761,1199347245490900993,1199342557274071049
1943,1195574893435392001,,1195507961243697152
1944,1198687003648417794,1199342542510182402,
1945,1199200255641890817,1199343959715135490,1199189621567037441
1946,1195567454820470785,1195569784827592704,
1947,1199225395662512128,,
1948,1195552069840596992,1195553090612551680,
1949,1195583386397507584,1195583968059392000,
1950,1199349709799907328,1199350115250638849,
1951,1199348325352235010,,
1952,1199348210252206081,1199352533388550150,1199346994583502854
1953,1195574958459670529,1195578099812814849,1195418883340951552
1954,1195580836260696064,1195580916761890818,1195576376666947584
1955,1199356224346550272,1199356481927307266,1199351585094197249
1956,1197463161844178950,1197463531727343617,
1957,1199342434229972993,1199342942185410570,
1958,1199354328932331525,,
1959,1199353548162633729,,
1960,1195541247328280576,,
1961,1199346594400722944,1199346844817477633,1199340277703442432
1962,1199349918521016321,1199350266992242688,1199348290719899649
1963,1199345309278593025,1199347135352754178,
1964,1195534419370659841,1195565617996132357,
1965,1195559844415201285,1195559927885877248,1195559715721203712
1966,1199328932803289091,1199340834103021570,1199298396785393664
1967,1199338573993926661,1199343443991912453,1199008904769880067
1968,1195535370110287873,1195553681216856065,
1969,1199106056099639296,,
1970,1199352195541549062,1199353694640394241,1199347043048624134
1971,1199354554304868354,1199356510993887232,1199353813896978432
1972,1199348587412328448,,
1973,1199345247601381376,1199346444206919680,1199344115344740355
1974,1195571046369386497,,
1975,1199347498298404866,1199347834514018304,
1976,1199318168281370624,1199346120775782402,1199276686040125446
1977,1195560251086508032,,
1978,1199262542201159680,,1198977528477736960
1979,1199355704961843200,,1199352775206952960
1980,1107321669599715328,,
1981,1195038830858047491,,
1982,1198695125616136192,,
1983,1199351335910608896,,
1984,1199338669615632386,,
1985,1199347121859596288,,
1986,1195446081485623296,1195557672109531136,
1987,1195461481229361152,1195580022288986113,1195449498358681606
1988,1199352563574771712,,
1989,1199088390693675014,,
1990,1195487780144664576,1195530468470312960,
1991,1199344297205649408,,
1992,1199344888099196929,,
1993,1199343414732410886,1199344163273076738,1198923706690625537
1994,1195558002666954752,1195560590191812609,1195557053990748161
1995,1199092977278185472,,1198979970279890944
1996,1199105960821841922,,
1997,1195554346097926144,1195554965701443585,1178026848854433792
1998,1199340810715586568,,
1999,1199168358043856896,1199177951759257601,
2000,1199359296867373056,,
2001,1195572005363302400,1195572880291049472,1193783899911946240
2002,1198460827734593537,1198750950112006144,
2003,1195444667837493250,1195548456150077440,1195376248878518272
2004,1199333158493261825,1199343599155961864,
2005,1195496045612064768,1195513926034829313,1195467630133596160
2006,1199321417399054343,1199358988871180290,1199230056016629761
2007,1199072250755866625,1199309002993106944,1199063170360336384
2008,1199341258541432838,,
2009,1199278197071847424,1199301103042490368,1198917264860467200
2010,1186002746853515264,1199344649774624770,
2011,1195546046534864897,,
2012,1195572700288364544,1195573921996845056,
2013,1195488703826673664,1195495389182382080,
2014,1195552162224361472,1195554123086741505,
2015,1199004188308656129,,
2016,1195198833086664705,1195325591488208896,
2017,1199339937587269635,1199343053082783745,1199322949586759680
2018,1199346690727149568,,1199346243316535296
2019,1199339052421378048,1199341978070073345,1199164909684166658
2020,1199134576846757888,,
2021,1199341653066043397,1199343237674070017,1199325758474375169
2022,1199332799494447111,1199344517372989443,1199292310091120641
2023,1195566896151707648,,1195547036512391168
2024,1199281913317474307,1199314557828816897,
2025,1199313847452151808,1199342985076301825,
2026,1199154786144264192,,1199095303044915200
2027,1199305927289114626,,
2028,1199342419587694592,1199354951547445248,
2029,1199348464838045696,1199349393176104960,1199325468396273664
2030,1195047155129606144,1195560926801485824,
2031,1199342318895034369,1199345883449442306,
2032,1195577425549123584,1195578009262018560,
2033,1195251388680482816,1195274015948099584,1195211126759469056
2034,1199356034071941120,1199356407193260032,1199330558590894080
2035,1195581372057837568,,
2036,1199352663038742528,,
2037,1195580618614153216,,
2038,1195539102290075648,1195560420494282752,
2039,1195550663297519616,1195559741482663937,
2040,1199347962276540416,,
2041,1198330316651454464,1199328249517674496,
2042,1195409918532227073,1195421295950880770,
2043,1195554016840712192,1195554658061651968,1195553824422821888
2044,1199159238070804481,1199350370822184961,1199146259774197766
2045,1195507124966547462,,1195504439420841984
2046,1195557599950917632,1195557944198344704,
2047,1199349029605261317,1199349970240974850,1199312848788348928
2048,1195553506289049600,1195553652657639424,1195550460662308865
2049,1195504692220039170,1195559501207867392,
2050,1195581065332764672,,
2051,1199337955887697922,1199338557497696256,1199333910603128832
2052,1199194200077672449,,1199106211637014528
2053,1195558065669640198,,
2054,1195571818024898560,1195574797914312704,
2055,1195555730788626433,1195556910944210945,1195555622248484865
2056,1199179410798190597,1199345355352985601,
2057,1195559452671430656,1195571556027494402,1195559134290046976
2058,1195555111378001920,,
2059,1195576868335960064,,
2060,1195579115857858560,1195580177574707200,
2061,1199331012578119681,,1199153228157460486
2062,1199350606953156608,,1199064901257515008
2063,1199318194856566784,1199353437118443529,
2064,1199348962303590400,1199351246978764800,
2065,1199350321966993408,,
2066,1198645380449214465,1199326342942273539,
2067,1195527550853758976,,
2068,1199349258098532352,,1199345514396831751
2069,1195520572098256896,,
2070,1195551617723981824,1195553870426116103,
2071,1195561017473818624,,
2072,1199059379795836928,1199355618341138432,
2073,1195566776307912705,1195567189660721157,
2074,1199339875096395777,1199339978804695042,
2075,1195583080502743040,,1195568693180166145
2076,1194882995322343425,1195460118940454913,
2077,1198966353237032960,1199212261732163584,1196805486907052033
2078,1195571613493649409,,1195569680301334528
2079,1199240410133983234,1199257755355242496,1199230907653115904
2080,1199354226448781313,1199357141871665155,1199316835742736384
2081,1199178492451139584,1199187426889080832,
2082,1199342208228315138,1199343274864963586,
2083,1199320733408727041,,
2084,1199343550653026304,1199353043646631936,
2085,1199344291560091648,,
2086,1199265157102415873,1199319945559060480,1199250501923155968
2087,1112513220302954497,1199317712108949505,
2088,1195583530463444992,,
2089,1199352610182107138,,
2090,1195580652428521472,1195584500077432832,
2091,1195484455437242368,1195551146439585792,
2092,1199295087085121536,,
2093,1198688870319185920,1198691934539264000,
2094,1199348970335551488,,
2095,1199356286745370624,1199356401161850881,1195047333525950467
2096,1199344323285774342,,
2097,1195449259212050436,1195473657755262976,1195449048221847554
2098,1199031616850530305,1199040754330558464,
2099,1195581979489521665,,1195581917686403074
2100,1199340424978059264,,
2101,1195452030871101440,1195563541685657601,1195450407910137856
2102,1195567588052525057,1195567822056906753,1195567317012373505
2103,1199036250012946432,,
2104,1199073435118395395,,
2105,1199197353556623360,1199268448339218432,
2106,1199292944823541761,1199298671600447488,
2107,1195572115350736901,1195574157485969409,1195560704822120450
2108,1176000701740265472,1176088307576360962,
2109,1199343153544740865,,1199340544482148357
2110,1199304718163595264,,
2111,1199348466343989248,1199349624047382530,1199347885625602048
2112,1199340003647606784,1199340284758245376,1199339641800818692
2113,1195574025541636101,1195575655338926081,
2114,1199350975401586688,,1197908466486005761
2115,1199330957037375488,1199340271336472577,
2116,1195509737267322880,,
2117,1199356154410725376,,
2118,1199356073452302336,,
2119,1199337667202174976,,
2120,1199125324363173890,1199140263274270720,
2121,1195577396134600704,1195577734052925440,1195566195698733056
2122,1195468234557992960,1195546621196546050,
2123,1199260981181988866,1199331105083658242,
2124,1199344789876985856,,
2125,1199355507099746304,,
2126,1195561928900382720,,
2127,1199354511070027776,,1199327208348758016
2128,1199099867961974785,1199330807665565696,1199060616012546048
2129,1199355158628634625,,1199311508150374405
2130,1195574685335015424,1195575080190918660,1195463644794019840
2131,1195577224155369472,1195578021370925061,
2132,1199240994849316866,1199327628269768704,
2133,1194844449731436544,1195024129621139456,
2134,1194790242798243842,1195584986201677824,
2135,1199326344716394496,,
2136,1199263081144209408,1199346950362910722,1199244960396201984
2137,1199352625537396736,1199354220350185474,
2138,1199340118114357249,,1199146501781544960
2139,1195571704262737920,1195572524165271552,1195401619120279552
2140,1199286035848450048,,
2141,1195566730292219905,,1195337156375527425
2142,1195562900288503813,1195564055827767297,1195561223531769857
2143,1195569364172525568,1195569514475376640,1195569227861831682
2144,1199330526332686340,,
2145,1195550993561243651,,1195550459617935361
2146,1199347654943113217,,
2147,1199175773430722560,1199227703943139328,
2148,1195583285742768128,,
2149,1199178426667741184,,1199140256672624640
2150,1199145547887714304,1199322025531072512,
2151,1195562836526845953,1195564268571308037,
2152,1199347496616509441,1199347702586175499,
2153,1195534772988047361,1195562097557458946,
2154,1195419618354978816,1195529910242217984,1195418806186905601
2155,1195567361954369536,1195567648123301889,1195263819221786624
2156,1195513855570595840,1195514112865906690,
2157,1199344359511998464,1199344549241319426,
2158,1199246015674474496,1199246359360000000,1198612850618576896
2159,1195562065190146048,1195562659384459265,
2160,1199134253742575616,1199329159404642304,
2161,1195553887551475713,1195559275642441728,
2162,1199312011177480192,,
2163,1199326824293003265,1199341023891087361,1199280038887079936
2164,1195578057383436288,,1195569477364129792
2165,1195577144149233665,1195584276902879232,
2166,1199298040189931520,1199324857680441344,
2167,1199355427496091649,,1199210774574456832
2168,1199338375121010692,1199339463043764225,1199337133443407873
2169,1199317223292178439,1199324108682678274,1199255035265404929
2170,1195328548795490304,1195419031479693313,
2171,1199160064092835840,1199338125035622401,
2172,1199325116179636224,,
2173,1195433487286751232,,1195409490281213959
2174,1199317540083830785,,
2175,1199353242653622273,,
2176,1195571034595790853,,1195437759835426816
2177,1199354171318788098,1199354615721934849,1199352646026399744
2178,1199352758106828801,,
2179,1195572366178476032,,1195444040650629121
2180,1199350202395713541,,
2181,1195171636632342536,1195554115822260224,
2182,1195537387654275072,,
2183,1199292062446891012,1199350141888729089,
2184,1199343008480546818,,
2185,1199346753209659397,1199351064711106561,1198983695325188099
2186,1195554460497580033,1195555424218411008,1195545582741282817
2187,1199330204243677184,1199354623955521536,
2188,1199345297639403520,,
2189,1199340278152253441,,
2190,1195553306057134081,1195554633986428929,1195441343662825474
2191,1199189687971319808,1199350929646071809,
2192,1199339172948889602,1199339990846726144,1199336087723921408
2193,1195555757007130625,1195556499210113024,
2194,1195535259758186496,1195584186276601856,1195520687286308864
2195,1199342778154536960,,1199327282185351173
2196,1195561444215021569,1195561900937031680,1195561004157014017
2197,1195567873630056449,,1195487186021421056
2198,1195560839203434496,,
2199,1195184931372032000,,
2200,1199344099016331264,,
2201,1195581981255335937,1195583514277625857,1195569143312863233
2202,1195561603372134405,1195569892998754304,1195476902972207104
2203,1195574628900433921,1195577993801932802,
2204,1194361585789091845,1199354937496539137,
2205,1195532879171850240,1195534125735788544,
2206,1199072843054690306,,
2207,1199340750263046144,1199341908427857920,1199196383737237504
2208,1199330235818246144,1199333415893508096,1199328510952783873
2209,1195580130367856640,,
2210,1195573840509886466,,
2211,1199348481015500800,1199349009665552391,1199347679026827270
2212,1199349815328563206,1199353018707304448,
2213,1195584198267944965,1195585086659280898,
2214,1199339208441122817,1199353458253582337,
2215,1195563788499607553,,
2216,1195575389076148224,,
2217,1195556999582273536,1195560416312623107,1195539818328944643
2218,1199354140008370177,1199354368845332481,1199353716102615040
2219,1195452014114877440,1195459897330155521,1195097986562437120
2220,1195528656677851136,1195533020972933121,1195528135371919360
2221,1199342847104704515,1199351858327801856,1199322309204627456
2222,1199165557024739328,1199339844419215361,1199141474270666753
2223,1195558475369263104,,
2224,1199352325984444418,1199353863591145473,1199047627939176453
2225,1199237789931442176,,1199208903520739328
2226,1195551059277578240,1195552468693921792,1195520687286308864
2227,1199344133237723136,,
2228,1195576961810100224,1195581778695733248,
2229,1199342264046084098,,
2230,1195558484428935168,,1057391887080927234
2231,1199344234798600193,,
2232,1195488709325598720,1195567193330782210,1195481680112275456
2233,1199085945267638272,,
2234,1195581314772226048,,1195578930469711873
2235,1199336122796478464,,
2236,1199344820059164673,,1199180198698192896
2237,1199286371720015872,1199326889128660993,
2238,1195556336894980097,1195558522840330242,1195552801243443200
2239,1195556778169323521,1195557363618631680,1195550093904171009
2240,1199347149772689411,1199347718893649922,1199346697299619841
2241,1199309954626326528,,1199155152340439040
2242,1199329139959959552,1199336977352380419,
2243,1199166353002958848,1199349169531568128,
2244,1199210635482951680,1199338368284295168,
2245,1199330829673156610,1199333164046520320,
2246,1199328129539616768,,
2247,1195418849610518529,1195487063795257345,
2248,1199340642544939010,1199341100273586176,1199334727343230976
2249,1199049492005343233,1199306440919388161,
2250,1199344823502692352,1199348291353247745,
2251,1199246584187240448,,
2252,1199354356384055296,1199355230233780226,
2253,1195562061633163269,1195563998151892997,1195561346504548363
2254,1199341371401748481,1199341645600178178,
2255,1195177870819086400,1195207451869470722,
2256,1195307494727307266,,
2257,1199327804325814272,,1199131705853919233
2258,1199352490585538562,,
2259,1195546460118491136,1195582570202832896,
2260,1195552269804146688,1195560682084847617,1195017112617672709
2261,1195557077273346048,1195557952532422657,1195553558655119360
2262,1195460090524061696,1195581090771005442,
2263,1195377083293126657,,
2264,1195510102733799431,1195573391886966784,
2265,1199338973619007488,1199339897418502144,
2266,1195358779757301760,1195563258524123137,
2267,1195442381786533888,,
2268,1195572672136019968,,
2269,1195573333624082432,,
2270,1199349693253328896,,1199345362642714629
2271,1199339696121212936,1199349463476654081,
2272,1178704179675590656,,
2273,1195362264905388038,1195555379540676608,1195297258616475648
2274,1199222971732115459,1199328372574150656,1199204375735914496
2275,1195519604128452608,1195553969516556288,
2276,1198970863921422336,1199350011982532608,
2277,1195517418875052032,1195554073812127745,
2278,1199169093837811712,1199179200852303872,
2279,1195412399723028481,1195440801595187200,
2280,1199342094235521025,,
2281,1195554141352996864,1195554445284782081,
2282,1195578040283258880,1195578296932679680,
2283,1199027458269278208,1199030664315785216,
2284,1195579275434450944,,
2285,1195551468931239937,,
2286,1195578402037784577,,
2287,1199343134825537537,,1198721824399314944
2288,1199068112710258689,1199346553615351808,
2289,1195390297062154240,,
2290,1199342157624012802,,
2291,1195580124294340608,,
2292,1199354383521079296,1199354609271074816,1199354183263981568
2293,1195513438853894144,1195561576922640387,
2294,1199338847462551553,1199345599297884160,
2295,1199344564252758016,1199356093085839361,1199182057370505221
2296,1199346859925356544,1199347757430870018,1199345313980436481
2297,1195548032886099968,,
2298,1195583731458871296,,1195582245433749504
2299,1199339396748763136,1199340156563537920,
2300,1199345156123553794,,
2301,1199349764766289920,,
2302,1197874722400325633,,
2303,1199343479546998785,,
2304,1195558970913513472,1195573124579786752,1195537021420392449
2305,1199341438040825856,,
2306,1199340362491285504,,1199297927765790721
2307,1199309158899695616,1199312130136252416,1199167890370510848
2308,1199327322194632704,1199335680062607360,
2309,1195569746055516160,1195575121592881153,
2310,1195583906839285760,,
2311,1199334711161769984,,
2312,1195465797109452801,1195544090538061824,
2313,1195568347473047552,1195571297578672128,
2314,1199342361907646473,,
2315,1195573046460981248,,
2316,1195391328906924033,1195575600649342976,
2317,1195558804752084993,1195559519390183424,1195501865544376320
2318,1195561465014415360,1195574005530542080,1195540391686262784
2319,1195571515355549696,1195572885642825728,1195491273559425024
2320,1195413644189802497,1195504229676408832,1195353383881850887
2321,1195553624581136384,1195559759828541441,1195544524031852544
2322,1199068354855809030,,
2323,1195572749747441664,1195575304942604290,
2324,1195572639491739648,1195574987689746433,1195474656075165697
2325,1199316311261634560,,1199122066357788677
2326,1199356641998786561,1199356783623655424,1199332489493303296
2327,1195503355231186945,1195576858588438528,
2328,1199344567306219525,1199345113723371525,
2329,991368030117560322,1199221944005980160,
2330,1195571459768356864,1195580468722360320,1195325180391899136
2331,1195132962620100608,1195546564871090176,
2332,1199353461554339841,,
2333,1195582070581534720,,
2334,1199095995369435141,1199285142491144192,1199089176613965830
2335,1142833175997145088,1199347577751142400,
2336,1199132177461460992,1199352976969781251,
2337,1195572268283228160,,
2338,1199339812072779782,,
2339,1199043840814067713,1199288718202458112,
2340,1195572950948184065,1195573579582193664,1195572112683151360
2341,1199010789744623616,,
2342,1195485968482078720,,
2343,1199355423049965569,1199355529149190151,1199332304667238400
2344,1195557065957052416,,1195550381960392704
2345,1195537445355474945,,
2346,1199348084544655371,1199348475827294208,1199345249228738562
2347,1195363278316290049,1195420213052727296,
2348,1195510442778615809,1195548893880012800,
2349,1199145335580442624,1199341471230353410,
2350,1195561962752675842,1195565167053963265,1195508646387412993
2351,1199347817006764032,1199348947464028162,1199344668133052417
2352,1199311997038288896,1199327326179250177,
2353,1195476827088859136,,1195362095627489281
2354,1195575055259820032,,
2355,1199355014273208320,,
2356,1195567556884451328,1195567634420338688,1195567276264583169
2357,1195407815688343553,1195538491683282944,
2358,1195288698558005248,1195520696522289153,
2359,1199328374017187840,1199351352570400769,1199242082734338048
2360,1195551108195921921,1195559004887535616,
2361,1195578203542315008,,1195548200867897344
2362,1195564765776625666,1195577046082162688,
2363,1195566724483100672,1195572849529876480,
2364,1195563080945688577,,1195118271655239685
2365,1199335054163398661,1199337172240936960,
2366,1199180775117205506,,
2367,1194774033138700292,,
2368,1195548447333593088,1195549748620644352,
2369,1197571078698209280,1198372620472901632,
2370,1195497218163322880,1195566756422651905,
2371,1195368339608088578,1195539595099885568,
2372,1195459681063514113,1195480303717904385,
2373,1195552725850677248,1195556158708142080,
2374,1199346167445778440,,
2375,1195557141828034560,1195561089955696640,1195521660704755712
2376,1195551289641451520,1195554886022246403,
2377,1199258638193438721,1199305557322145792,
2378,1195576105278664705,,
2379,1195578163134435328,1195578337357254658,1195577556855967746
2380,1199336820250595338,1199338065468129280,
2381,1195376806469046272,1195560566091386880,
2382,1199344387290910720,1199345240047407107,
2383,1199349208131801088,,1199346826358358016
2384,1195567697167187973,1195581906638630912,
2385,1195568554118176769,1195570808204255237,
2386,1199215260021870592,1199352446822170624,
2387,1199311775054913536,1199312475050647552,1199310566088724480
2388,1195488335067832320,1195545168692334593,1195466480034439169
2389,1195568950035255296,1195569516656218114,1195514744850927616
2390,1196098121366999042,,
2391,1199341789263495169,1199343154903699459,
2392,1199147024484110337,1199186014591303680,
2393,1195575576993652736,,1195364927931707392
2394,1199348384559058946,,1198695693252063232
2395,1199145800577769474,,
2396,1195430169923801088,1195446743690809349,1195429764066107393
2397,1199336069994430466,,
2398,1199353532203372545,1199354007489335297,
2399,1195561636100050944,,
2400,1199343345958408194,1199343771642560514,1199324611416133632
2401,1198959956596330496,1198993206496636931,
2402,1197892889281478656,,
2403,1195410221402935296,1195572752993832962,1195409731642261509
2404,1199345547775078405,1199346578386849793,
2405,1199312888776863745,,
2406,1195558800801062912,1195571444035526657,
2407,1195579319747301376,1195579603072344064,
2408,1199338573582876673,1199343054764666880,
2409,1199329159404642304,,1199134253742575616
2410,1194911520850874370,1195560855179603968,
2411,1195564063259938816,,1195562562466635776
2412,1199315682971643904,1199342612181700608,
2413,1199339627754078211,1199344576042946561,1199337808634109953
2414,1195550215509557248,1195557082281332738,
2415,1199337429838127104,1199340069795983361,
2416,1195568957190619136,,
2417,1195569610726100994,,
2418,1199348144942833664,,
2419,1195555829178621952,1195556636032688128,1195497657545973761
2420,1195542355132084224,,
2421,1194606248508956672,,
2422,1195554626239488000,,1195553877388648448
2423,1192416247750639619,1195347512263094273,
2424,1195569302792855552,,
2425,1199346452046106631,1199351117597069313,
2426,1199211069354520577,,1196765463381991424
2427,1199324926739668992,1199330748550938626,1199300976110272514
2428,1199337583244787718,1199339607701086209,1199320581407031298
2429,1195568001803792384,1195568879017308160,
2430,1195470529152483328,,
2431,1195419050458992640,1195520974835240960,1195418072523272192
2432,1199350110653747201,1199358904330866689,
2433,1192625631722229760,1195559318818410497,942865138935386112
2434,1195462405997903872,1195549764961652736,
2435,1195417157582118912,1195566532794830848,
2436,1199346444517249024,,
2437,1199341503312621568,1199342386406510595,
2438,1199338050058432512,1199343161031577601,1198992743772704768
2439,1199184801183490049,,
2440,1194744972617994241,1195585050429067264,1194735459697475584
2441,1195567168823234560,1195580231974891525,
2442,1195433644506042369,1195581546029293569,
2443,1195554388858720256,1195560574949584896,
2444,1199356596570218496,1199357496546201600,1199355910843486208
2445,1195558334448857088,1195560527025459200,
2446,1197688761599111169,1199339863465549825,1197564156674813952
2447,1195093767771971584,1195528007273848833,1195093581863804929
2448,1195541413519339520,,
2449,1199345208472690698,1199347718621028352,1199337720721674240
2450,1199357526141218817,1199358816065769473,1199357079015706625
2451,1199355480675471360,,
2452,1195502136911695872,1195554693889626118,
2453,1195552787028824065,1195554356394770433,
2454,1199343880937754626,,
2455,1195514194608693248,1195514919195529216,
2456,1199330145905074177,1199354910682292229,
2457,1195574258237345792,1195574956538650624,
2458,1195561710939254784,1195562011901476865,1195561290753810432
2459,1195558858048983040,,
2460,1195574485622984704,,
2461,1199123781215801345,1199347920530657280,
2462,1199040972447002625,1199170920226705408,1199031813114650626
2463,1195562245893369856,,
2464,1199355663824150528,,
2465,1195556270935334912,,
2466,1195547086466371584,,
2467,1199343981282226178,,
2468,1199348352963338240,1199350047042785281,
2469,1195561182360244225,,
2470,1199314810418024448,1199355425604268032,
2471,1195572968643915776,,
2472,1194529728859967488,1195546713978572800,1194274554623012865
2473,1199344884118781955,1199345311962951682,1199309857968578560
2474,1199358746155257856,,1199357626443689985
2475,1195562963303690240,1195563586229157888,
2476,1195565313095602177,1195566046469611520,1195175948850749440
2477,1199314447615102976,1199323456371937280,1199313870839582721
2478,1195580137015779329,1195581416869945346,
2479,1195481408090755072,1195492176383356928,
2480,1199348673613713411,1199349027977842688,1199300984234790912
2481,1195510941380698113,1195577398470807552,
2482,1199315478264647680,1199340483517927424,
2483,1198983494204035073,1199011565678288897,
2484,1199348348588707841,,
2485,1199034378137063424,1199183458972524544,
2486,1199347385022828547,1199352434172121088,
2487,1199183044197916672,1199279674234482688,
2488,1199343933618147331,1199344277723086848,
2489,1199339957522849792,1199343068257734657,1199333873043132417
2490,1195293675171004417,,
2491,1195557476491378688,1195560158891372544,1195555344375631874
2492,1195574207855378433,,1195571383436226562
2493,1199266558658277376,,1199064513972228102
2494,1195576718033137665,1195579917322391553,1195565566322520064
2495,1195575348508807168,1195580318029361158,
